"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"16313","Pulp & Paper Products","Q",861,376,2022,2022-05-11,"KCS"
"16314","Stone, Clay, Glass","R",20,280,2022,2022-05-11,"KCS"
"16315","Waste & Other Scrap","S",60,52,2022,2022-05-11,"KCS"
"16316","All Other","T",99,287,2022,2022-05-11,"KCS"
"16317","Containers","U",2348,9549,2022,2022-05-11,"KCS"
"16318","Trailers","V",82,66,2022,2022-05-11,"KCS"
"16319","Chemicals","A",1306,651,2022,2022-05-04,"KCS"
"16320","Coal","B",NA,1548,2022,2022-05-04,"KCS"
"16321","Coke","C",739,18,2022,2022-05-04,"KCS"
"16322","Crushed Stone, Sand & Gravel","D",446,198,2022,2022-05-04,"KCS"
"16323","Farm Products","E",NA,22,2022,2022-05-04,"KCS"
"16324","Food & Kindred Products","F",65,450,2022,2022-05-04,"KCS"
"16325","Grain Mill Products","G",177,344,2022,2022-05-04,"KCS"
"16326","Grain","H",731,1132,2022,2022-05-04,"KCS"
"16327","Iron & Steel Scrap","I",33,307,2022,2022-05-04,"KCS"
"16328","Lumber & Wood Products","J",175,57,2022,2022-05-04,"KCS"
"16329","Metallic Ores","K",166,5,2022,2022-05-04,"KCS"
"16330","Metal Products","L",328,308,2022,2022-05-04,"KCS"
"16331","Motor Vehicles & Equipment","M",45,704,2022,2022-05-04,"KCS"
"16332","Nonmetallic Minerals","N",3,18,2022,2022-05-04,"KCS"
"16333","Petroleum Products","O",754,1306,2022,2022-05-04,"KCS"
"16334","Primary Forest Products","P",7,NA,2022,2022-05-04,"KCS"
"16335","Pulp & Paper Products","Q",851,459,2022,2022-05-04,"KCS"
"16336","Stone, Clay, Glass","R",21,219,2022,2022-05-04,"KCS"
"16337","Waste & Other Scrap","S",60,64,2022,2022-05-04,"KCS"
"16338","All Other","T",363,330,2022,2022-05-04,"KCS"
"16339","Containers","U",2326,9494,2022,2022-05-04,"KCS"
"16340","Trailers","V",42,78,2022,2022-05-04,"KCS"
"16341","Chemicals","A",1271,685,2022,2022-04-27,"KCS"
"16342","Coal","B",NA,2697,2022,2022-04-27,"KCS"
"16343","Coke","C",806,15,2022,2022-04-27,"KCS"
"16344","Crushed Stone, Sand & Gravel","D",491,100,2022,2022-04-27,"KCS"
"16345","Farm Products","E",NA,27,2022,2022-04-27,"KCS"
"16346","Food & Kindred Products","F",70,426,2022,2022-04-27,"KCS"
"16347","Grain Mill Products","G",177,233,2022,2022-04-27,"KCS"
"16348","Grain","H",596,977,2022,2022-04-27,"KCS"
"16349","Iron & Steel Scrap","I",45,308,2022,2022-04-27,"KCS"
"16350","Lumber & Wood Products","J",212,33,2022,2022-04-27,"KCS"
"16351","Metallic Ores","K",161,4,2022,2022-04-27,"KCS"
"16352","Metal Products","L",217,208,2022,2022-04-27,"KCS"
"16353","Motor Vehicles & Equipment","M",33,608,2022,2022-04-27,"KCS"
"16354","Nonmetallic Minerals","N",6,20,2022,2022-04-27,"KCS"
"16355","Petroleum Products","O",775,1030,2022,2022-04-27,"KCS"
"16356","Primary Forest Products","P",17,NA,2022,2022-04-27,"KCS"
"16357","Pulp & Paper Products","Q",667,479,2022,2022-04-27,"KCS"
"16358","Stone, Clay, Glass","R",16,275,2022,2022-04-27,"KCS"
"16359","Waste & Other Scrap","S",68,37,2022,2022-04-27,"KCS"
"16360","All Other","T",309,370,2022,2022-04-27,"KCS"
"16361","Containers","U",2495,9048,2022,2022-04-27,"KCS"
"16362","Trailers","V",54,65,2022,2022-04-27,"KCS"
"16363","Chemicals","A",1258,662,2022,2022-04-20,"KCS"
"16364","Coal","B",NA,2447,2022,2022-04-20,"KCS"
"16365","Coke","C",766,18,2022,2022-04-20,"KCS"
"16366","Crushed Stone, Sand & Gravel","D",284,23,2022,2022-04-20,"KCS"
"16367","Farm Products","E",NA,22,2022,2022-04-20,"KCS"
"16368","Food & Kindred Products","F",38,406,2022,2022-04-20,"KCS"
"16369","Grain Mill Products","G",194,268,2022,2022-04-20,"KCS"
"16370","Grain","H",549,1119,2022,2022-04-20,"KCS"
"16371","Iron & Steel Scrap","I",17,300,2022,2022-04-20,"KCS"
"16372","Lumber & Wood Products","J",175,33,2022,2022-04-20,"KCS"
"16373","Metallic Ores","K",140,12,2022,2022-04-20,"KCS"
"16374","Metal Products","L",282,262,2022,2022-04-20,"KCS"
"16375","Motor Vehicles & Equipment","M",74,528,2022,2022-04-20,"KCS"
"16376","Nonmetallic Minerals","N",5,24,2022,2022-04-20,"KCS"
"16377","Petroleum Products","O",758,1426,2022,2022-04-20,"KCS"
"16378","Primary Forest Products","P",9,NA,2022,2022-04-20,"KCS"
"16379","Pulp & Paper Products","Q",802,362,2022,2022-04-20,"KCS"
"16380","Stone, Clay, Glass","R",35,238,2022,2022-04-20,"KCS"
"16381","Waste & Other Scrap","S",60,67,2022,2022-04-20,"KCS"
"16382","All Other","T",92,276,2022,2022-04-20,"KCS"
"16383","Containers","U",2371,9967,2022,2022-04-20,"KCS"
"16384","Trailers","V",59,60,2022,2022-04-20,"KCS"
"16385","Chemicals","A",1193,622,2022,2022-04-13,"KCS"
"16386","Coal","B",NA,3211,2022,2022-04-13,"KCS"
"16387","Coke","C",740,44,2022,2022-04-13,"KCS"
"16388","Crushed Stone, Sand & Gravel","D",457,198,2022,2022-04-13,"KCS"
"16389","Farm Products","E",NA,36,2022,2022-04-13,"KCS"
"16390","Food & Kindred Products","F",49,381,2022,2022-04-13,"KCS"
"16391","Grain Mill Products","G",209,373,2022,2022-04-13,"KCS"
"16392","Grain","H",634,850,2022,2022-04-13,"KCS"
"16393","Iron & Steel Scrap","I",14,153,2022,2022-04-13,"KCS"
"16394","Lumber & Wood Products","J",185,35,2022,2022-04-13,"KCS"
"16395","Metallic Ores","K",157,10,2022,2022-04-13,"KCS"
"16396","Metal Products","L",225,261,2022,2022-04-13,"KCS"
"16397","Motor Vehicles & Equipment","M",NA,616,2022,2022-04-13,"KCS"
"16398","Nonmetallic Minerals","N",10,17,2022,2022-04-13,"KCS"
"16399","Petroleum Products","O",627,1017,2022,2022-04-13,"KCS"
"16400","Primary Forest Products","P",8,NA,2022,2022-04-13,"KCS"
"16401","Pulp & Paper Products","Q",760,494,2022,2022-04-13,"KCS"
"16402","Stone, Clay, Glass","R",53,287,2022,2022-04-13,"KCS"
"16403","Waste & Other Scrap","S",66,49,2022,2022-04-13,"KCS"
"16404","All Other","T",231,354,2022,2022-04-13,"KCS"
"16405","Containers","U",2518,9193,2022,2022-04-13,"KCS"
"16406","Trailers","V",62,78,2022,2022-04-13,"KCS"
"16407","Chemicals","A",1314,720,2022,2022-04-06,"KCS"
"16408","Coal","B",21,2824,2022,2022-04-06,"KCS"
"16409","Coke","C",717,32,2022,2022-04-06,"KCS"
"16410","Crushed Stone, Sand & Gravel","D",512,198,2022,2022-04-06,"KCS"
"16411","Farm Products","E",NA,35,2022,2022-04-06,"KCS"
"16412","Food & Kindred Products","F",71,360,2022,2022-04-06,"KCS"
"16413","Grain Mill Products","G",194,237,2022,2022-04-06,"KCS"
"16414","Grain","H",534,1227,2022,2022-04-06,"KCS"
"16415","Iron & Steel Scrap","I",47,196,2022,2022-04-06,"KCS"
"16416","Lumber & Wood Products","J",193,32,2022,2022-04-06,"KCS"
"16417","Metallic Ores","K",150,2,2022,2022-04-06,"KCS"
"16418","Metal Products","L",200,256,2022,2022-04-06,"KCS"
"16419","Motor Vehicles & Equipment","M",4,654,2022,2022-04-06,"KCS"
"16420","Nonmetallic Minerals","N",6,11,2022,2022-04-06,"KCS"
"16421","Petroleum Products","O",841,1334,2022,2022-04-06,"KCS"
"16422","Primary Forest Products","P",16,NA,2022,2022-04-06,"KCS"
"16423","Pulp & Paper Products","Q",828,440,2022,2022-04-06,"KCS"
"16424","Stone, Clay, Glass","R",49,194,2022,2022-04-06,"KCS"
"16425","Waste & Other Scrap","S",93,64,2022,2022-04-06,"KCS"
"16426","All Other","T",103,423,2022,2022-04-06,"KCS"
"16427","Containers","U",2712,8817,2022,2022-04-06,"KCS"
"16428","Trailers","V",60,52,2022,2022-04-06,"KCS"
"16429","Chemicals","A",1235,709,2022,2022-03-30,"KCS"
"16430","Coal","B",NA,2916,2022,2022-03-30,"KCS"
"16431","Coke","C",580,33,2022,2022-03-30,"KCS"
"16432","Crushed Stone, Sand & Gravel","D",668,232,2022,2022-03-30,"KCS"
"16433","Farm Products","E",NA,17,2022,2022-03-30,"KCS"
"16434","Food & Kindred Products","F",50,326,2022,2022-03-30,"KCS"
"16435","Grain Mill Products","G",209,253,2022,2022-03-30,"KCS"
"16436","Grain","H",645,1425,2022,2022-03-30,"KCS"
"16437","Iron & Steel Scrap","I",35,190,2022,2022-03-30,"KCS"
"16438","Lumber & Wood Products","J",160,42,2022,2022-03-30,"KCS"
"16439","Metallic Ores","K",123,8,2022,2022-03-30,"KCS"
"16440","Metal Products","L",247,281,2022,2022-03-30,"KCS"
"16441","Motor Vehicles & Equipment","M",19,614,2022,2022-03-30,"KCS"
"16442","Nonmetallic Minerals","N",11,7,2022,2022-03-30,"KCS"
"16443","Petroleum Products","O",532,813,2022,2022-03-30,"KCS"
"16444","Primary Forest Products","P",14,NA,2022,2022-03-30,"KCS"
"16445","Pulp & Paper Products","Q",912,495,2022,2022-03-30,"KCS"
"16446","Stone, Clay, Glass","R",43,273,2022,2022-03-30,"KCS"
"16447","Waste & Other Scrap","S",54,58,2022,2022-03-30,"KCS"
"16448","All Other","T",284,477,2022,2022-03-30,"KCS"
"16449","Containers","U",2600,8929,2022,2022-03-30,"KCS"
"16450","Trailers","V",74,43,2022,2022-03-30,"KCS"
"16451","Chemicals","A",1148,676,2022,2022-03-23,"KCS"
"16452","Coal","B",NA,3950,2022,2022-03-23,"KCS"
"16453","Coke","C",820,27,2022,2022-03-23,"KCS"
"16454","Crushed Stone, Sand & Gravel","D",549,94,2022,2022-03-23,"KCS"
"16455","Farm Products","E",NA,20,2022,2022-03-23,"KCS"
"16456","Food & Kindred Products","F",50,412,2022,2022-03-23,"KCS"
"16457","Grain Mill Products","G",214,285,2022,2022-03-23,"KCS"
"16458","Grain","H",575,1046,2022,2022-03-23,"KCS"
"16459","Iron & Steel Scrap","I",34,195,2022,2022-03-23,"KCS"
"16460","Lumber & Wood Products","J",178,41,2022,2022-03-23,"KCS"
"16461","Metallic Ores","K",127,4,2022,2022-03-23,"KCS"
"16462","Metal Products","L",229,183,2022,2022-03-23,"KCS"
"16463","Motor Vehicles & Equipment","M",38,450,2022,2022-03-23,"KCS"
"16464","Nonmetallic Minerals","N",4,9,2022,2022-03-23,"KCS"
"16465","Petroleum Products","O",637,1221,2022,2022-03-23,"KCS"
"16466","Primary Forest Products","P",8,7,2022,2022-03-23,"KCS"
"16467","Pulp & Paper Products","Q",827,418,2022,2022-03-23,"KCS"
"16468","Stone, Clay, Glass","R",57,221,2022,2022-03-23,"KCS"
"16469","Waste & Other Scrap","S",62,63,2022,2022-03-23,"KCS"
"16470","All Other","T",220,218,2022,2022-03-23,"KCS"
"16471","Containers","U",2586,8722,2022,2022-03-23,"KCS"
"16472","Trailers","V",107,54,2022,2022-03-23,"KCS"
"16473","Chemicals","A",1345,708,2022,2022-03-16,"KCS"
"16474","Coal","B",4,2459,2022,2022-03-16,"KCS"
"16475","Coke","C",667,50,2022,2022-03-16,"KCS"
"16476","Crushed Stone, Sand & Gravel","D",284,153,2022,2022-03-16,"KCS"
"16477","Farm Products","E",NA,23,2022,2022-03-16,"KCS"
"16478","Food & Kindred Products","F",57,426,2022,2022-03-16,"KCS"
"16479","Grain Mill Products","G",191,272,2022,2022-03-16,"KCS"
"16480","Grain","H",514,916,2022,2022-03-16,"KCS"
"16481","Iron & Steel Scrap","I",24,183,2022,2022-03-16,"KCS"
"16482","Lumber & Wood Products","J",199,25,2022,2022-03-16,"KCS"
"16483","Metallic Ores","K",139,7,2022,2022-03-16,"KCS"
"16484","Metal Products","L",318,240,2022,2022-03-16,"KCS"
"16485","Motor Vehicles & Equipment","M",12,543,2022,2022-03-16,"KCS"
"16486","Nonmetallic Minerals","N",6,15,2022,2022-03-16,"KCS"
"16487","Petroleum Products","O",829,1378,2022,2022-03-16,"KCS"
"16488","Primary Forest Products","P",23,NA,2022,2022-03-16,"KCS"
"16489","Pulp & Paper Products","Q",891,384,2022,2022-03-16,"KCS"
"16490","Stone, Clay, Glass","R",78,183,2022,2022-03-16,"KCS"
"16491","Waste & Other Scrap","S",79,58,2022,2022-03-16,"KCS"
"16492","All Other","T",325,263,2022,2022-03-16,"KCS"
"16493","Containers","U",2490,9630,2022,2022-03-16,"KCS"
"16494","Trailers","V",133,68,2022,2022-03-16,"KCS"
"16495","Chemicals","A",1244,685,2022,2022-03-09,"KCS"
"16496","Coal","B",NA,4086,2022,2022-03-09,"KCS"
"16497","Coke","C",707,52,2022,2022-03-09,"KCS"
"16498","Crushed Stone, Sand & Gravel","D",660,205,2022,2022-03-09,"KCS"
"16499","Farm Products","E",NA,16,2022,2022-03-09,"KCS"
"16500","Food & Kindred Products","F",54,351,2022,2022-03-09,"KCS"
"16501","Grain Mill Products","G",170,239,2022,2022-03-09,"KCS"
"16502","Grain","H",744,1281,2022,2022-03-09,"KCS"
"16503","Iron & Steel Scrap","I",42,157,2022,2022-03-09,"KCS"
"16504","Lumber & Wood Products","J",171,44,2022,2022-03-09,"KCS"
"16505","Metallic Ores","K",145,6,2022,2022-03-09,"KCS"
"16506","Metal Products","L",245,203,2022,2022-03-09,"KCS"
"16507","Motor Vehicles & Equipment","M",11,472,2022,2022-03-09,"KCS"
"16508","Nonmetallic Minerals","N",4,5,2022,2022-03-09,"KCS"
"16509","Petroleum Products","O",635,1024,2022,2022-03-09,"KCS"
"16510","Primary Forest Products","P",22,NA,2022,2022-03-09,"KCS"
"16511","Pulp & Paper Products","Q",717,464,2022,2022-03-09,"KCS"
"16512","Stone, Clay, Glass","R",47,184,2022,2022-03-09,"KCS"
"16513","Waste & Other Scrap","S",46,68,2022,2022-03-09,"KCS"
"16514","All Other","T",276,294,2022,2022-03-09,"KCS"
"16515","Containers","U",2677,9389,2022,2022-03-09,"KCS"
"16516","Trailers","V",90,99,2022,2022-03-09,"KCS"
"16517","Chemicals","A",1313,687,2022,2022-03-02,"KCS"
"16518","Coal","B",NA,3163,2022,2022-03-02,"KCS"
"16519","Coke","C",794,37,2022,2022-03-02,"KCS"
"16520","Crushed Stone, Sand & Gravel","D",633,106,2022,2022-03-02,"KCS"
"16521","Farm Products","E",NA,23,2022,2022-03-02,"KCS"
"16522","Food & Kindred Products","F",54,393,2022,2022-03-02,"KCS"
"16523","Grain Mill Products","G",189,509,2022,2022-03-02,"KCS"
"16524","Grain","H",808,1131,2022,2022-03-02,"KCS"
"16525","Iron & Steel Scrap","I",39,137,2022,2022-03-02,"KCS"
"16526","Lumber & Wood Products","J",158,44,2022,2022-03-02,"KCS"
"16527","Metallic Ores","K",154,9,2022,2022-03-02,"KCS"
"16528","Metal Products","L",245,277,2022,2022-03-02,"KCS"
"16529","Motor Vehicles & Equipment","M",14,537,2022,2022-03-02,"KCS"
"16530","Nonmetallic Minerals","N",6,15,2022,2022-03-02,"KCS"
"16531","Petroleum Products","O",572,1220,2022,2022-03-02,"KCS"
"16532","Primary Forest Products","P",5,NA,2022,2022-03-02,"KCS"
"16533","Pulp & Paper Products","Q",768,423,2022,2022-03-02,"KCS"
"16534","Stone, Clay, Glass","R",95,193,2022,2022-03-02,"KCS"
"16535","Waste & Other Scrap","S",44,78,2022,2022-03-02,"KCS"
"16536","All Other","T",102,208,2022,2022-03-02,"KCS"
"16537","Containers","U",1899,9714,2022,2022-03-02,"KCS"
"16538","Trailers","V",57,118,2022,2022-03-02,"KCS"
"16539","Chemicals","A",1301,785,2022,2022-02-23,"KCS"
"16540","Coal","B",NA,3302,2022,2022-02-23,"KCS"
"16541","Coke","C",599,27,2022,2022-02-23,"KCS"
"16542","Crushed Stone, Sand & Gravel","D",568,159,2022,2022-02-23,"KCS"
"16543","Farm Products","E",NA,43,2022,2022-02-23,"KCS"
"16544","Food & Kindred Products","F",55,301,2022,2022-02-23,"KCS"
"16545","Grain Mill Products","G",206,286,2022,2022-02-23,"KCS"
"16546","Grain","H",542,1107,2022,2022-02-23,"KCS"
"16547","Iron & Steel Scrap","I",62,186,2022,2022-02-23,"KCS"
"16548","Lumber & Wood Products","J",179,28,2022,2022-02-23,"KCS"
"16549","Metallic Ores","K",163,13,2022,2022-02-23,"KCS"
"16550","Metal Products","L",197,220,2022,2022-02-23,"KCS"
"16551","Motor Vehicles & Equipment","M",7,405,2022,2022-02-23,"KCS"
"16552","Nonmetallic Minerals","N",6,10,2022,2022-02-23,"KCS"
"16553","Petroleum Products","O",751,984,2022,2022-02-23,"KCS"
"16554","Primary Forest Products","P",15,NA,2022,2022-02-23,"KCS"
"16555","Pulp & Paper Products","Q",875,410,2022,2022-02-23,"KCS"
"16556","Stone, Clay, Glass","R",19,177,2022,2022-02-23,"KCS"
"16557","Waste & Other Scrap","S",55,55,2022,2022-02-23,"KCS"
"16558","All Other","T",163,294,2022,2022-02-23,"KCS"
"16559","Containers","U",2707,8368,2022,2022-02-23,"KCS"
"16560","Trailers","V",63,71,2022,2022-02-23,"KCS"
"16561","Chemicals","A",1371,766,2022,2022-02-16,"KCS"
"16562","Coal","B",NA,3542,2022,2022-02-16,"KCS"
"16563","Coke","C",687,36,2022,2022-02-16,"KCS"
"16564","Crushed Stone, Sand & Gravel","D",623,179,2022,2022-02-16,"KCS"
"16565","Farm Products","E",NA,32,2022,2022-02-16,"KCS"
"16566","Food & Kindred Products","F",42,325,2022,2022-02-16,"KCS"
"16567","Grain Mill Products","G",225,286,2022,2022-02-16,"KCS"
"16568","Grain","H",649,1043,2022,2022-02-16,"KCS"
"16569","Iron & Steel Scrap","I",36,158,2022,2022-02-16,"KCS"
"16570","Lumber & Wood Products","J",188,33,2022,2022-02-16,"KCS"
"16571","Metallic Ores","K",140,4,2022,2022-02-16,"KCS"
"16572","Metal Products","L",283,200,2022,2022-02-16,"KCS"
"16573","Motor Vehicles & Equipment","M",9,358,2022,2022-02-16,"KCS"
"16574","Nonmetallic Minerals","N",11,9,2022,2022-02-16,"KCS"
"16575","Petroleum Products","O",802,990,2022,2022-02-16,"KCS"
"16576","Primary Forest Products","P",9,NA,2022,2022-02-16,"KCS"
"16577","Pulp & Paper Products","Q",856,458,2022,2022-02-16,"KCS"
"16578","Stone, Clay, Glass","R",50,254,2022,2022-02-16,"KCS"
"16579","Waste & Other Scrap","S",67,83,2022,2022-02-16,"KCS"
"16580","All Other","T",100,517,2022,2022-02-16,"KCS"
"16581","Containers","U",2779,9252,2022,2022-02-16,"KCS"
"16582","Trailers","V",70,114,2022,2022-02-16,"KCS"
"16583","Chemicals","A",1128,741,2022,2022-02-09,"KCS"
"16584","Coal","B",NA,3148,2022,2022-02-09,"KCS"
"16585","Coke","C",703,22,2022,2022-02-09,"KCS"
"16586","Crushed Stone, Sand & Gravel","D",216,116,2022,2022-02-09,"KCS"
"16587","Farm Products","E",NA,26,2022,2022-02-09,"KCS"
"16588","Food & Kindred Products","F",45,381,2022,2022-02-09,"KCS"
"16589","Grain Mill Products","G",205,290,2022,2022-02-09,"KCS"
"16590","Grain","H",656,908,2022,2022-02-09,"KCS"
"16591","Iron & Steel Scrap","I",37,137,2022,2022-02-09,"KCS"
"16592","Lumber & Wood Products","J",167,43,2022,2022-02-09,"KCS"
"16593","Metallic Ores","K",111,7,2022,2022-02-09,"KCS"
"16594","Metal Products","L",314,213,2022,2022-02-09,"KCS"
"16595","Motor Vehicles & Equipment","M",17,425,2022,2022-02-09,"KCS"
"16596","Nonmetallic Minerals","N",13,5,2022,2022-02-09,"KCS"
"16597","Petroleum Products","O",694,1705,2022,2022-02-09,"KCS"
"16598","Primary Forest Products","P",29,NA,2022,2022-02-09,"KCS"
"16599","Pulp & Paper Products","Q",802,375,2022,2022-02-09,"KCS"
"16600","Stone, Clay, Glass","R",6,365,2022,2022-02-09,"KCS"
"16601","Waste & Other Scrap","S",66,61,2022,2022-02-09,"KCS"
"16602","All Other","T",514,561,2022,2022-02-09,"KCS"
"16603","Containers","U",1780,8687,2022,2022-02-09,"KCS"
"16604","Trailers","V",32,147,2022,2022-02-09,"KCS"
"16605","Chemicals","A",1206,778,2022,2022-02-02,"KCS"
"16606","Coal","B",NA,2915,2022,2022-02-02,"KCS"
"16607","Coke","C",678,35,2022,2022-02-02,"KCS"
"16608","Crushed Stone, Sand & Gravel","D",599,197,2022,2022-02-02,"KCS"
"16609","Farm Products","E",NA,24,2022,2022-02-02,"KCS"
"16610","Food & Kindred Products","F",37,394,2022,2022-02-02,"KCS"
"16611","Grain Mill Products","G",206,298,2022,2022-02-02,"KCS"
"16612","Grain","H",620,1224,2022,2022-02-02,"KCS"
"16613","Iron & Steel Scrap","I",60,170,2022,2022-02-02,"KCS"
"16614","Lumber & Wood Products","J",187,33,2022,2022-02-02,"KCS"
"16615","Metallic Ores","K",122,5,2022,2022-02-02,"KCS"
"16616","Metal Products","L",295,303,2022,2022-02-02,"KCS"
"16617","Motor Vehicles & Equipment","M",11,345,2022,2022-02-02,"KCS"
"16618","Nonmetallic Minerals","N",7,9,2022,2022-02-02,"KCS"
"16619","Petroleum Products","O",681,907,2022,2022-02-02,"KCS"
"16620","Primary Forest Products","P",11,NA,2022,2022-02-02,"KCS"
"16621","Pulp & Paper Products","Q",819,396,2022,2022-02-02,"KCS"
"16622","Stone, Clay, Glass","R",18,323,2022,2022-02-02,"KCS"
"16623","Waste & Other Scrap","S",64,40,2022,2022-02-02,"KCS"
"16624","All Other","T",448,277,2022,2022-02-02,"KCS"
"16625","Containers","U",2697,9190,2022,2022-02-02,"KCS"
"16626","Trailers","V",52,67,2022,2022-02-02,"KCS"
"16627","Chemicals","A",1323,669,2022,2022-01-26,"KCS"
"16628","Coal","B",NA,2902,2022,2022-01-26,"KCS"
"16629","Coke","C",729,34,2022,2022-01-26,"KCS"
"16630","Crushed Stone, Sand & Gravel","D",434,145,2022,2022-01-26,"KCS"
"16631","Farm Products","E",NA,12,2022,2022-01-26,"KCS"
"16632","Food & Kindred Products","F",54,297,2022,2022-01-26,"KCS"
"16633","Grain Mill Products","G",156,293,2022,2022-01-26,"KCS"
"16634","Grain","H",838,1228,2022,2022-01-26,"KCS"
"16635","Iron & Steel Scrap","I",58,188,2022,2022-01-26,"KCS"
"16636","Lumber & Wood Products","J",176,37,2022,2022-01-26,"KCS"
"16637","Metallic Ores","K",161,2,2022,2022-01-26,"KCS"
"16638","Metal Products","L",271,242,2022,2022-01-26,"KCS"
"16639","Motor Vehicles & Equipment","M",NA,284,2022,2022-01-26,"KCS"
"16640","Nonmetallic Minerals","N",2,15,2022,2022-01-26,"KCS"
"16641","Petroleum Products","O",701,1217,2022,2022-01-26,"KCS"
"16642","Primary Forest Products","P",11,NA,2022,2022-01-26,"KCS"
"16643","Pulp & Paper Products","Q",890,423,2022,2022-01-26,"KCS"
"16644","Stone, Clay, Glass","R",18,305,2022,2022-01-26,"KCS"
"16645","Waste & Other Scrap","S",55,81,2022,2022-01-26,"KCS"
"16646","All Other","T",159,285,2022,2022-01-26,"KCS"
"16647","Containers","U",2725,8157,2022,2022-01-26,"KCS"
"16648","Trailers","V",64,67,2022,2022-01-26,"KCS"
"16649","Chemicals","A",1328,633,2022,2022-01-19,"KCS"
"16650","Coal","B",NA,2666,2022,2022-01-19,"KCS"
"16651","Coke","C",640,22,2022,2022-01-19,"KCS"
"16652","Crushed Stone, Sand & Gravel","D",550,17,2022,2022-01-19,"KCS"
"16653","Farm Products","E",NA,17,2022,2022-01-19,"KCS"
"16654","Food & Kindred Products","F",42,326,2022,2022-01-19,"KCS"
"16655","Grain Mill Products","G",160,414,2022,2022-01-19,"KCS"
"16656","Grain","H",732,1414,2022,2022-01-19,"KCS"
"16657","Iron & Steel Scrap","I",44,178,2022,2022-01-19,"KCS"
"16658","Lumber & Wood Products","J",192,13,2022,2022-01-19,"KCS"
"16659","Metallic Ores","K",165,3,2022,2022-01-19,"KCS"
"16660","Metal Products","L",277,289,2022,2022-01-19,"KCS"
"16661","Motor Vehicles & Equipment","M",73,347,2022,2022-01-19,"KCS"
"16662","Nonmetallic Minerals","N",7,29,2022,2022-01-19,"KCS"
"16663","Petroleum Products","O",974,818,2022,2022-01-19,"KCS"
"16664","Primary Forest Products","P",13,NA,2022,2022-01-19,"KCS"
